###################################### udx :  508 76 77,,,
###################################### udx :  6.597402597402597,,,
3 , 286 , 426 , 0
3 , 287 , 459 , 1
4 , 300 , 346 , 13
4 , 300 , 409 , 0
4 , 300 , 459 , 0
4 , 301 , 444 , 1
4 , 302 , 329 , 1
4 , 302 , 360 , 0
4 , 302 , 378 , 0
4 , 302 , 393 , 0
4 , 302 , 426 , 0
5 , 316 , 329 , 14
5 , 316 , 346 , 0
5 , 316 , 362 , 0
5 , 317 , 411 , 1
5 , 318 , 378 , 1
5 , 318 , 393 , 0
5 , 318 , 443 , 0
5 , 319 , 428 , 1
5 , 319 , 460 , 0
6 , 325 , 297 , 6
7 , 332 , 360 , 7
7 , 333 , 329 , 1
7 , 333 , 411 , 0
7 , 333 , 426 , 0
7 , 333 , 459 , 0
7 , 334 , 346 , 1
7 , 334 , 378 , 0
7 , 334 , 394 , 0
7 , 335 , 444 , 1
8 , 347 , 329 , 12
8 , 348 , 344 , 1
8 , 350 , 362 , 2
8 , 350 , 378 , 0
8 , 351 , 395 , 1
8 , 351 , 409 , 0
8 , 351 , 426 , 0
8 , 351 , 444 , 0
8 , 352 , 459 , 1
9 , 364 , 346 , 12
9 , 364 , 360 , 0
9 , 365 , 378 , 1
9 , 365 , 393 , 0
9 , 365 , 411 , 0
9 , 366 , 426 , 1
9 , 366 , 445 , 0
9 , 366 , 459 , 0
10 , 511 , 303 , 145
######################################


